track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,75,Greatest,63,0.632,0.683,-6.434,1,7,0.0383,0.163,0.00013,0.847,0.701,105.955,4,197213
Won't Bite (feat. Smino),Doja Cat,88,Hot Pink,68,0.807,0.783,-3.115,1,5,0.0964,0.351,0,0.14,0.592,127.996,4,195213
Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,64,Heads Will Roll,61,0.744,0.614,-3.908,0,1,0.0838,0.00685,0.334,0.0708,0.774,131.994,4,383547
Just Can’t Get Enough,Black Eyed Peas,80,The Beginning,76,0.659,0.628,-8.685,0,0,0.179,0.186,0,0.105,0.262,94.05,4,219427
Drugs,UPSAHL,61,Drugs,68,0.883,0.415,-8.571,0,6,0.174,0.35,0,0.063,0.318,76.986,4,155867
SUGAR,BROCKHAMPTON,68,GINGER,73,0.453,0.538,-8.212,1,1,0.0638,0.449,0,0.19,0.516,122.973,4,204533
Y U Gotta B Like That,Audrey Mika,56,Y U Gotta B Like That,58,0.732,0.413,-6.353,1,9,0.0702,0.287,0,0.0565,0.761,92.066,4,154456
Take Your Man,Mahogany Lox,37,Take Your Man,54,0.934,0.658,-8.052,1,0,0.108,0.411,0.000738,0.0809,0.344,110.015,4,117363
Save Your Tears,The Weeknd,93,After Hours,88,0.68,0.826,-5.487,1,0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,4,215627
Love Songs,Kaash Paige,61,R&B Smooth Vibes,1,0.64,0.355,-10.599,1,5,0.0906,0.83,0.000938,0.11,0.451,120.063,4,148640
GOOBA,6ix9ine,71,GOOBA,7,0.611,0.688,-5.688,1,1,0.341,0.0264,0,0.251,0.393,178.462,4,132303
Bored In The House,Tyga,79,Bored In The House,53,0.928,0.372,-10.393,1,1,0.321,0.0202,9.6e-06,0.0948,0.732,112.458,4,174933
Bound 2,Kanye West,90,Yeezus,83,0.367,0.665,-2.821,1,1,0.0465,0.145,0,0.113,0.31,148.913,4,229147
Still into You,Paramore,75,Paramore,79,0.602,0.923,-3.763,1,5,0.044,0.0098,0,0.0561,0.765,136.01,4,216013
Don't Wanna Fall In Love,KYLE,66,Smyle (Extended),0,0.487,0.617,-6.9,1,0,0.275,0.0151,0,0.356,0.604,132.088,4,232368
prom dress,mxmtoon,67,the masquerade,73,0.56,0.674,-6.048,1,10,0.0446,0.698,0,0.123,0.421,119.942,4,197933
fast,Sueco,65,fast,0,0.877,0.503,-10.269,0,7,0.22,0.164,0.0132,0.102,0.529,100.069,4,144000
High Fashion (feat. Mustard),Roddy Ricch,80,Please Excuse Me for Being Antisocial,73,0.831,0.499,-8.442,0,11,0.114,0.269,0,0.3,0.511,97.956,4,220487
Knock at the Door,Playsongs People,25,Playsongs Rhyme Time,12,0.604,0.151,-23.928,0,7,0.883,0.821,4.98e-05,0.0867,0.216,209.082,3,37632
Be My Baby,The Ronettes,56,Presenting the Fabulous Ronettes Featuring Veronica,65,0.512,0.771,-7.006,1,4,0.0402,0.168,0,0.0895,0.803,129.639,4,160907
Something For Your M.I.N.D.,Superorganism,52,Superorganism,58,0.698,0.542,-4.317,1,2,0.131,0.132,0.00117,0.199,0.664,140.096,4,165391
Mary Jane (All Night Long),Mary J. Blige,70,My Life,61,0.784,0.298,-9.56,0,5,0.0542,0.125,3.19e-05,0.0678,0.846,87.172,4,279240
Electric Feel,MGMT,74,Oracular Spectacular,77,0.763,0.803,-3.713,1,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3,229640
Savage Remix (feat. Beyoncé),Megan Thee Stallion,82,Savage Remix (feat. Beyoncé),67,0.822,0.743,-4.772,0,10,0.28,0.016,0,0.127,0.636,84.459,4,242001
Dancing in My Room,347aidan,70,Dancing in My Room,75,0.98,0.413,-11.052,0,8,0.101,0.671,7.95e-05,0.17,0.764,119.993,4,180139
20 Min,Lil Uzi Vert,85,Luv Is Rage 2 (Deluxe),83,0.773,0.75,-4.009,0,8,0.117,0.109,0,0.174,0.783,123.426,4,220587
Throw That Back Like a Cadillac,El Memer,1,Throw That Back Like a Cadillac,0,0.894,0.627,-9.408,1,7,0.639,0.0758,0,0.108,0.383,139.91,4,118075
Gangsta,Kehlani,76,SweetSexySavage (Deluxe),56,0.465,0.446,-8.336,0,10,0.0433,0.102,0,0.321,0.131,121.801,4,177773
Monster,Lady Gaga,84,The Fame Monster (Deluxe Edition),61,0.694,0.801,-4.503,0,9,0.0441,0.00124,0,0.479,0.646,119.969,4,249280
My Ordinary Life,The Living Tombstone,69,My Ordinary Life,79,0.648,0.827,-4.78,0,9,0.042,0.00533,0.338,0.217,0.598,176.005,4,230895
Walked In,Ultradiox,29,Walked In,41,0.891,0.538,-6.724,1,2,0.394,0.123,0,0.0848,0.643,80.032,4,107404
Lemonade,Internet Money,72,"Lemonade (feat. Gunna, Don Toliver & NAV)",76,0.799,0.66,-6.153,0,1,0.079,0.256,0,0.111,0.471,140.04,4,195429
F2020,Avenue Beat,47,F2020,0,0.702,0.597,-7.067,1,2,0.207,0.587,3.62e-06,0.112,0.383,85.016,4,181852
Desperado,Rihanna,87,ANTI (Deluxe),72,0.685,0.61,-5.221,0,0,0.0439,0.323,0,0.102,0.323,94.384,3,186467
Tap In,Saweetie,73,Tap In,67,0.954,0.696,-7.117,0,10,0.204,0.00576,0.000498,0.0754,0.432,100.036,4,139413
Good Form (feat. Lil Wayne) - Remix,Nicki Minaj,85,Queen (Deluxe),64,0.898,0.733,-4.75,1,7,0.178,0.0533,0.000115,0.102,0.295,96.51,4,237493
Island In The Sun,Weezer,73,Weezer (Green Album),78,0.654,0.81,-6.26,0,4,0.0288,0.00719,0.00251,0.165,0.661,114.623,4,200307
Deep End Freestyle,Sleepy Hallow,77,Deep End Freestyle,64,0.876,0.479,-6.687,0,4,0.44,0.703,0,0.102,0.776,133.858,4,115200
Ramalama (Bang Bang),Róisín Murphy,52,Ruby Blue,52,0.822,0.655,-8.316,1,9,0.0363,0.205,0.000535,0.1,0.518,106.977,4,215387
Outside (feat. Ellie Goulding),Calvin Harris,86,Motion,78,0.646,0.823,-4.123,0,2,0.0394,0.213,0,0.322,0.418,128.035,4,227267
Only The Young - Featured in Miss Americana,Taylor Swift,93,Only The Young (Featured in Miss Americana),64,0.56,0.78,-4.895,0,5,0.0517,0.00244,0,0.0714,0.602,93.516,4,157507
Wet (She Got That…),YFN Lucci,58,Wet (She Got That…),56,0.695,0.642,-6.13,0,1,0.194,0.238,0,0.359,0.316,128.022,4,209848
Walk Man,Tiny Meat Gang,52,Walk Man,59,0.928,0.696,-4.972,0,4,0.0866,0.331,0.000119,0.121,0.396,94.994,4,165938
Marlboro Nights,Lonely God,59,Marlboro Nights,0,0.497,0.825,-6.772,1,2,0.278,0.00166,0.000284,0.361,0.812,87.943,4,68586
Aesthetic,Xilo,39,Aesthetic,2,0.714,0.594,-10.63,1,0,0.43,0.965,0.255,0.129,0.45,169.837,4,158436
Paris,Else,49,Paris,63,0.792,0.583,-8.305,0,8,0.027,0.023,0.582,0.0809,0.54,102.979,4,209709
Do It,Chloe x Halle,60,Ungodly Hour,67,0.725,0.668,-7.286,0,5,0.055,0.0932,2.33e-06,0.112,0.566,82.966,4,176787
Hello?,Clairo,75,diary 001,68,0.839,0.473,-7.835,0,10,0.0607,0.641,0.000459,0.0939,0.0644,98.732,4,135016
Yellow Hearts (feat. Audrey Mika),Ant Saunders,52,Yellow Hearts (feat. Audrey Mika),55,0.816,0.401,-8.041,1,7,0.22,0.464,0,0.0657,0.678,129.041,4,180672
Love Story (Taylor’s Version),Taylor Swift,93,Love Story (Taylor’s Version),73,0.626,0.79,-4.302,1,2,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,4,235767
Another Day Of Sun,La La Land Cast,46,La La Land (Original Motion Picture Soundtrack),64,0.588,0.742,-6.757,1,8,0.0528,0.0162,3.98e-06,0.653,0.824,125.819,4,228173
iSpy (feat. Lil Yachty),KYLE,66,iSpy (feat. Lil Yachty),72,0.746,0.653,-6.745,1,7,0.289,0.378,0,0.229,0.672,75.016,4,253107
Vibin',Kesh Kesh,26,Vibin',41,0.686,0.805,-6.816,0,11,0.154,0.00478,1.09e-06,0.0887,0.289,130.981,4,154567
Hungry Hippo,Tierra Whack,58,Whack World,57,0.893,0.61,-5.691,0,4,0.0488,0.0227,0.00744,0.102,0.778,136.64,4,60000
Becky,Championxiii,39,Champion Status,46,0.934,0.439,-9.564,0,4,0.338,0.00506,0,0.092,0.289,140.022,4,118776
Kraazy,Likybo,43,Million Dollar Mindset,60,0.689,0.701,-9.477,0,6,0.237,0.314,0,0.123,0.37,94.982,4,151579
Kream (feat. Tyga),Iggy Azalea,69,Survive The Summer,66,0.785,0.425,-6.665,1,10,0.137,0.0335,4.36e-06,0.108,0.192,174.028,4,166627
Let Go,Ark Patrol,54,Let Go,70,0.47,0.436,-10.228,1,0,0.0351,0.67,0.263,0.294,0.0389,81.972,3,248056
Lost,Frank Ocean,82,channel ORANGE,84,0.913,0.603,-4.892,1,8,0.226,0.0272,0.000503,0.167,0.497,123.061,4,234093
Still Don't Know My Name,Labrinth,78,Euphoria (Original Score from the HBO Series),78,0.316,0.63,-5.963,1,5,0.117,0.471,0.262,0.205,0.313,89.643,1,153294
Disco Inferno,50 Cent,82,The Massacre,73,0.925,0.659,-4.763,1,3,0.231,0.206,7.88e-05,0.279,0.71,97.018,4,214227
Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),Mozzy,68,Gangland Landlord,56,0.432,0.612,-8.846,0,11,0.211,0.00185,0,0.308,0.253,88.716,4,205333
Marry Me,Rasheeda,40,Boss B*tch Music Vol. 3,41,0.769,0.637,-6.4,1,8,0.0572,0.0476,6.15e-05,0.35,0.361,79.016,4,234945
TKN (feat. Travis Scott),ROSALÍA,83,TKN (feat. Travis Scott),72,0.776,0.509,-6.266,0,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,4,129371
Do It Again,Pia Mia,61,Do It Again,73,0.712,0.564,-6.527,1,8,0.047,0.0266,0,0.0874,0.411,95.95,4,207747
223's (feat. 9lokknine),YNW Melly,73,223's (feat. 9lokknine),65,0.932,0.547,-7.787,0,0,0.333,0.0388,0,0.0924,0.695,94.998,4,176640
VALENTINO,24kGoldn,74,DROPPED OUTTA COLLEGE,72,0.746,0.717,-4.841,0,9,0.179,0.199,0,0.132,0.523,150.964,4,179133
May I,Flo Milli,67,"Ho, why is you here ?",61,0.896,0.78,-3.547,1,1,0.202,0.0828,0,0.0857,0.85,106.032,4,163019
THICK (feat. Megan Thee Stallion) - Remix,DJ Chose,46,THICK (feat. Megan Thee Stallion) [Remix],52,0.877,0.747,-5.873,1,4,0.365,0.0288,0,0.273,0.679,145.162,4,205296
Rake It Up (feat. Nicki Minaj),Yo Gotti,69,I Still Am,67,0.91,0.444,-8.126,0,1,0.344,0.022,0,0.137,0.53,149.953,4,276333
Crisis,Jasiah,62,Crisis,59,0.76,0.794,-4.311,0,10,0.344,0.263,0.00324,0.0996,0.583,165.99,4,109595
Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,53,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],65,0.824,0.854,-5.312,1,8,0.177,0.016,4.95e-05,0.117,0.896,95.114,4,210329
Rags2Riches 2 (feat. Lil Baby),Rod Wave,78,Pray 4 Love (Deluxe),71,0.874,0.443,-9.628,0,5,0.241,0.147,0,0.124,0.298,118.004,4,235988
Ponteme Despalda,Nfasis,54,Ponteme Despalda,6,0.78,0.766,-7.72,1,0,0.07,0.0181,0.00172,0.342,0.441,96.011,4,77049
When She Loved Me,Lyn Lapid,61,When She Loved Me,61,0.604,0.0458,-19.031,1,4,0.0762,0.973,0,0.0963,0.617,76.235,3,187709
Say It Right,Nelly Furtado,74,Loose,79,0.872,0.872,-6.328,1,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,4,223080
To the Right,Devour,46,Different,38,0.946,0.671,-5.534,1,0,0.0724,0.204,0,0.178,0.731,100.013,4,164880
Let It Happen,Tame Impala,78,Currents,74,0.602,0.881,-5.875,0,1,0.0443,0.00462,0.0266,0.111,0.577,125.012,4,467587
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,72,B4 The Storm,77,0.8,0.658,-6.142,0,1,0.079,0.25,0,0.111,0.462,140.042,4,195429
Let's Do It Again,J Boog,57,Backyard Boogie,65,0.631,0.696,-5.631,0,0,0.211,0.578,0,0.0784,0.927,173.537,4,192177
SLOW DANCING IN THE DARK,Joji,85,BALLADS 1,85,0.515,0.479,-7.458,1,3,0.0261,0.544,0.00598,0.191,0.284,88.964,4,209274
hate u love u,Olivia O'Brien,69,hate u love u,74,0.407,0.416,-8.915,0,6,0.174,0.656,0,0.0981,0.246,176.947,4,175467
Laxed – Siren Beat,Jawsh 685,63,Laxed (Siren Beat),54,0.736,0.62,-8.481,0,0,0.11,0.0577,0.692,0.318,0.959,150.026,4,201990
Get It Together,Drake,95,More Life,71,0.781,0.721,-9.133,0,5,0.0514,0.0945,0.391,0.104,0.849,123.011,4,250337
Pocketful of Sunshine,Natasha Bedingfield,64,Pocketful Of Sunshine,69,0.721,0.88,-3.896,0,9,0.0454,0.191,0,0.0769,0.655,110.021,4,202907
Always Forever,Cults,68,Static,80,0.174,0.742,-5.93,1,8,0.0485,0.00181,0.281,0.198,0.36,163.378,4,223747
Party Party Party (feat. Chris Brown & Dej Loaf),DJ Carisma,30,Party Party Party (feat. Chris Brown & Dej Loaf),47,0.601,0.602,-5.763,1,7,0.183,0.00376,3.34e-05,0.318,0.564,94.919,4,191340
Interior Crocodile Alligator,Chip Tha Ripper,45,Interior Crocodile Alligator,45,0.742,0.727,-6.914,1,1,0.487,0.0136,0,0.259,0.774,178.401,4,110253
One Wish,Ray J,55,Raydiation,63,0.525,0.652,-7.042,0,5,0.28,0.278,0,0.339,0.602,127.673,4,337640
Baby I'm Yours,Breakbot,57,By Your Side,69,0.829,0.792,-3.755,0,2,0.0668,0.726,5.83e-06,0.122,0.758,118.05,4,215507
Cha Cha,Freddie Dredd,72,Cha Cha,69,0.792,0.698,-6.364,1,1,0.172,0.489,0.0788,0.127,0.751,129.971,4,173938
Go Go Go Who's Next?,Hip Hop Harry,21,Go Go Go Who's Next?,35,0.95,0.738,-9.504,0,10,0.323,0.113,0.000209,0.112,0.568,104.998,4,188735
No Role Modelz,J. Cole,84,2014 Forest Hills Drive,87,0.69,0.521,-8.492,0,10,0.339,0.324,0,0.0534,0.494,100.028,4,292799
Addison Rae,The Kid LAROI,83,Addison Rae,59,0.901,0.49,-9.099,0,5,0.129,0.0155,0,0.109,0.397,135.015,4,163574
WHATS POPPIN,Jack Harlow,84,Sweet Action,77,0.923,0.604,-6.671,0,11,0.245,0.017,0,0.272,0.826,145.062,4,139741
Cheryl,Yung Gravy,75,Cheryl,62,0.801,0.698,-8.998,0,0,0.33,0.0477,1.46e-06,0.184,0.502,76.5,4,169020
Ultralight Beam,Kanye West,90,The Life Of Pablo,70,0.592,0.403,-8.768,0,0,0.414,0.62,0,0.54,0.391,105.169,4,320680
Mr. Clean,Yung Gravy,75,Snow Cougar,72,0.758,0.701,-6.053,1,9,0.162,0.685,6.22e-06,0.114,0.626,106.74,4,211150
feel something,Bea Miller,68,feel something,71,0.74,0.415,-8.914,1,0,0.0707,0.242,0.000156,0.319,0.156,136.029,4,180161
Rodeo,Lil Nas X,81,7 EP,68,0.706,0.679,-5.614,1,9,0.0324,0.139,6.98e-05,0.465,0.657,140.081,4,158707
Then Leave (feat. Queendom Come),BeatKing,49,Then Leave (feat. Queendom Come),57,0.912,0.568,-6.107,1,2,0.476,0.0656,0.000105,0.0521,0.491,140.968,4,151520
I Wanna Love You,Akon,79,Konvicted (Complete Edition),64,0.863,0.501,-8.753,0,9,0.0433,0.0164,0,0.272,0.357,99.994,4,246765
Everybody Talks,Neon Trees,66,Picture Show,79,0.471,0.924,-3.906,1,8,0.0586,0.00301,0,0.313,0.725,154.961,4,177280
Can't Leave 'Em Alone (feat. 50 Cent),Ciara,68,The Evolution,61,0.527,0.696,-6.015,0,1,0.361,0.209,0,0.0516,0.499,100.614,4,244760
Moment 4 Life,Nicki Minaj,85,Pink Friday (Complete Edition),52,0.68,0.881,-3.883,1,11,0.237,0.406,0,0.242,0.386,97.941,4,279307
We R Who We R,Kesha,76,Cannibal (Expanded Edition),72,0.736,0.817,-4.9,1,8,0.0407,0.00987,0.00167,0.117,0.653,119.95,4,204760
Give Your Heart a Break,Demi Lovato,79,Unbroken,70,0.651,0.695,-3.218,1,6,0.0487,0.23,0,0.144,0.569,123.008,4,205347
Lucky,Britney Spears,78,Oops!... I Did It Again,66,0.765,0.791,-5.707,1,8,0.0317,0.262,0.000154,0.0669,0.966,95.026,4,206227
Buttons,The Pussycat Dolls,68,PCD,65,0.57,0.821,-4.38,1,2,0.267,0.178,0,0.289,0.408,210.857,4,225560
Get Busy,Sean Paul,79,Dutty Rock,74,0.735,0.824,-4.143,0,10,0.036,0.615,0,0.158,0.726,100.202,4,211666
ROCKSTAR (feat. Roddy Ricch),DaBaby,82,BLAME IT ON BABY,80,0.746,0.69,-7.956,1,11,0.164,0.247,0,0.101,0.497,89.977,4,181733
Who Says,Selena Gomez & The Scene,67,When The Sun Goes Down,76,0.682,0.927,-2.915,1,4,0.0479,0.0843,0,0.149,0.744,101.019,4,195613
Crystal Dolphin,Engelwood,50,Crust FM,60,0.558,0.776,-6.868,1,9,0.179,0.33,0.000445,0.41,0.247,128.064,4,114660
