track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
Not What I Meant (feat. Lewis Watson),dodie,61,Human,45,0.482,0.273,-13.396,1,0,0.043,0.792,0.00223,0.109,0.142,118.952,4,143290
The Weekend - Funk Wav Remix,SZA,82,The Weekend (Funk Wav Remix),73,0.775,0.573,-4.933,1,11,0.0585,0.495,0,0.126,0.667,101.925,4,171806
A Thousand Years,Christina Perri,70,A Thousand Years,80,0.421,0.407,-7.445,1,10,0.0267,0.309,0.000961,0.11,0.161,139.028,3,285120
Mr. Saxobeat - Radio Edit,Alexandra Stan,61,Sundown (Original Motion Picture Soundtrack),0,0.72,0.925,-4.165,0,4,0.0511,0.0276,0.000238,0.14,0.781,127.004,4,195105
We R Who We R,Kesha,76,Cannibal (Expanded Edition),72,0.736,0.817,-4.9,1,8,0.0407,0.00987,0.00167,0.117,0.653,119.95,4,204760
Crank That (Soulja Boy),Soulja Boy,69,souljaboytellem.com,74,0.736,0.74,-2.18,1,0,0.0786,0.515,0,0.0468,0.803,140.141,4,221933
No More ?'s,Eazy-E,64,Eazy-Duz-It,69,0.935,0.805,-4.782,1,7,0.225,0.0143,1.53e-06,0.298,0.624,105.641,4,234360
Y U Gotta B Like That,Audrey Mika,56,Y U Gotta B Like That,58,0.732,0.413,-6.353,1,9,0.0702,0.287,0,0.0565,0.761,92.066,4,154456
Kill the Director,The Wombats,65,"Proudly Present... A Guide to Love, Loss & Desperation",64,0.41,0.858,-5.295,0,1,0.0485,0.00347,0,0.0897,0.962,161.487,4,161560
Ligma,Billy Marchiafava,53,Ligma,49,0.937,0.397,-9.414,1,8,0.418,0.0915,0,0.0919,0.603,128.561,4,75717
Airplane Mode,Limbo,50,Holo,0,0.665,0.373,-10.631,1,7,0.158,0.852,0.118,0.108,0.07,119.905,4,164113
It's You,Ali Gatie,70,It's You,5,0.732,0.463,-6.972,0,11,0.0287,0.374,0,0.194,0.397,95.971,4,212607
Baby Yoda,Song a Day,25,Baby Yoda,38,0.822,0.408,-16.616,1,2,0.206,0.373,0.0685,0.118,0.848,160.074,4,87000
"Monsters, Inc.",Randy Newman,60,"Monsters, Inc. (Original Motion Picture Soundtrack)",55,0.68,0.465,-8.353,1,8,0.029,0.743,0.676,0.136,0.847,109.972,4,126387
hot girl bummer,blackbear,79,hot girl bummer,5,0.778,0.559,-7.109,0,6,0.0776,0.128,0,0.399,0.678,129.989,1,185093
Get Down,SIX,61,Six: The Musical (Studio Cast Recording),61,0.898,0.406,-9.905,0,4,0.102,0.00986,0,0.0509,0.39,102.985,4,253993
Falling,Trevor Daniel,65,Nicotine,3,0.784,0.43,-8.756,0,10,0.0364,0.123,0,0.0887,0.236,127.087,4,159382
successful,Ariana Grande,87,Sweetener,65,0.847,0.603,-4.607,0,0,0.0397,0.107,7.4e-06,0.106,0.735,114.045,4,227387
Chucky Cheese,MadeinTYO,62,"Sincerely, Tokyo",55,0.89,0.542,-4.826,0,10,0.314,0.523,0,0.123,0.565,78.458,4,165293
Sin City,Chrishan,42,Sin City,58,0.886,0.225,-11.437,1,4,0.457,0.676,0,0.0938,0.387,120.1,4,212000
MICKEY,Lil Yachty,75,Lil Boat 2,54,0.971,0.465,-5.655,1,1,0.23,0.0295,0,0.097,0.131,119.994,4,160518
Another Day Of Sun,La La Land Cast,46,La La Land (Original Motion Picture Soundtrack),64,0.588,0.742,-6.757,1,8,0.0528,0.0162,3.98e-06,0.653,0.824,125.819,4,228173
Forget Me Thots,Yung Gravy,75,Yung Gravity - EP,58,0.887,0.737,-6.489,0,6,0.16,0.243,4.11e-05,0.109,0.685,104.924,4,184000
Act Up,City Girls,67,Girl Code,67,0.938,0.638,-4.713,1,8,0.189,0.0167,0,0.111,0.313,97.075,4,158332
This Is for Rachel,Gxrrixon,0,This Is for Rachel,0,0.9,0.461,-14.453,1,8,0.515,0.161,1.78e-06,0.089,0.35,96.985,4,165698
Hokus Pokus,Insane Clown Posse,63,The Great Milenko,62,0.87,0.841,-5.084,0,11,0.0948,0.0193,7.71e-05,0.333,0.857,92.176,4,261173
恋愛サーキュレーション,物語シリーズ,53,Utamonogatari Special Edition (Original Soundtrack),65,0.814,0.785,-5.679,0,1,0.0396,0.0524,0.00111,0.111,0.941,120.009,4,255040
WTF,Young Spool,3,WTF,0,0.819,0.791,-5.736,1,8,0.324,0.372,6.22e-05,0.471,0.902,172.094,4,89293
223's (feat. 9lokknine),YNW Melly,73,Melly vs. Melvin,66,0.932,0.547,-7.787,0,0,0.333,0.0388,0,0.0924,0.695,94.998,4,176640
cheatercheaterbestfriendeater,Never Shout Never,49,Harmony,49,0.768,0.683,-7.173,1,7,0.0604,0.388,0,0.286,0.669,99.955,4,178144
Myself,Bazzi,72,COSMIC,67,0.745,0.561,-5.513,0,9,0.072,0.465,1.12e-06,0.0338,0.902,195.918,4,167553
Obsessed,Mariah Carey,76,Memoirs of an imperfect Angel (International Version),68,0.742,0.468,-5.557,0,10,0.0625,0.0465,0,0.826,0.369,86.443,4,242200
GOODMORNINGTOKYO!,TOKYO’S REVENGE,59,GOODMORNINGTOKYO!,70,0.907,0.539,-7.782,1,4,0.36,0.0408,0,0.253,0.664,124.918,4,150115
Walked In,Ultradiox,29,Orichalcos,42,0.891,0.538,-6.724,1,2,0.394,0.123,0,0.0848,0.643,80.032,4,107404
Psycho!,MASN,60,Psycho!,0,0.868,0.365,-9.51,1,7,0.0383,0.433,0,0.207,0.471,114.979,4,197217
You Need To Calm Down,Taylor Swift,93,Lover,76,0.771,0.671,-5.617,1,2,0.0553,0.00929,0,0.0637,0.714,85.026,4,171360
Moskau,Dschinghis Khan,49,7 Leben,59,0.676,0.724,-5.941,0,5,0.039,0.0681,9.29e-05,0.139,0.676,132.056,4,221373
Big Fun,Jon Eidson,44,Heathers: The Musical (World Premiere Cast Recording),54,0.864,0.681,-6.032,1,8,0.232,0.538,0,0.555,0.734,118.061,4,254667
Eenie Meenie,Sean Kingston,69,Eenie Meenie,74,0.72,0.607,-4.168,1,1,0.0322,0.0543,0,0.113,0.828,121.223,4,201947
Stereo Love,Edward Maya,64,The Stereo Love Show,18,0.771,0.728,-6.809,1,9,0.0359,0.0174,0.0299,0.0779,0.297,127.019,4,320637
Never Ever Getting Rid of Me,Christopher Fitzgerald,48,Waitress (Original Broadway Cast Recording),63,0.622,0.542,-6.215,0,7,0.051,0.387,0,0.114,0.939,174.494,4,136200
Wanna Be Like You,Jacob,4,Wanna Be Like You,17,0.816,0.363,-10.362,1,5,0.101,0.487,3.41e-06,0.205,0.595,104.274,4,229415
Skinny Legend Anthem,Ava Louise,32,Skinny Legend Anthem,50,0.845,0.518,-7.568,1,11,0.299,0.0703,0,0.122,0.443,129.951,4,135993
Material Girl,Madonna,77,Celebration (double disc version),78,0.742,0.883,-3.419,1,0,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,4,240280
I Wish - Radio Edit,Skee-Lo,51,I Wish,63,0.715,0.738,-10.139,1,7,0.157,0.00826,0,0.26,0.573,97.877,4,252307
Oh No I Got a Disease,Buss Crew,11,Oh No I Got a Disease,26,0.649,0.735,-4.365,0,10,0.73,0.146,0,0.124,0.845,86.704,5,134769
Woahh,Jufu,31,Woahh,22,0.749,0.283,-12.368,0,0,0.328,0.618,3.73e-06,0.0825,0.269,142.046,4,172888
